"CLIENT_ID","CREDIT_TYPE","CREDIT_PURCHASE","PRODUCT_CODE","TERM","ORIG_AMOUNT","CURR_RATE_NVAL","VALUE_DT","OVERDUE_IND"
"5183","707","Прочее (укажите)","GP Top-Up","57M","254987.65","16.5","5/4/2021","0"
"13714","705","Покупка авто (новые, б/у)","GP Direct","36M","299000","18.3","5/22/2021","0"
"10970","704","Ремонт, строительство","GP Cross-Sale","27M","199752","16.5","5/14/2021","1"
"16521","707","Ремонт, строительство","GP Top-Up","57M","431735.94","15.7","5/12/2021","0"
"14308","707","","GP Top-Up","60M","382372.02","15","5/8/2021","0"
"507","704","Возврат денег (родственникам, друзьям)","GP Cross-Sale","60M","740208","12.3","5/11/2021","1"
"16019","707","Отдых (отпуск, туризм, путешествия)","GP Top-Up","48M","199250","14.4","5/12/2021","0"
"3858","704","","GP Cross-Sale","60M","530604","12.9","5/14/2021","0"
"21274","704","Ремонт, строительство","GP Cross-Sale","48M","624889.6","15.7","5/12/2021","0"
"5916","704","Ремонт, строительство","GP Cross-Sale","57M","128811.02","14.4","5/12/2021","0"
"10426","707","","GP Top-Up","60M","487377.85","6.5","5/12/2021","1"
"2704","704","Обучение","GP Cross-Sale","60M","498983","6.5","5/13/2021","0"
"16163","704","Ремонт, строительство","GP Cross-Sale","39M","162658.27","14.4","5/13/2021","0"
"16330","707","Лечение, косметология","GP Top-Up","57M","626603","15.5","5/14/2021","0"
"17164","707","Прочее (укажите)","GP Top-Up","60M","499429","6.5","5/15/2021","0"
"3889","705","Отдых (отпуск, туризм, путешествия)","GP Direct","60M","199276","16","5/24/2021","0"
"18226","704","Ремонт, строительство","GP Cross-Sale","60M","500000","6.5","5/18/2021","1"
"16385","704","","GP Cross-Sale","60M","152520","14.9","5/22/2021","0"
"11392","707","Покупка авто (новые, б/у)","GP Top-Up","60M","292954.95","14.4","5/18/2021","0"
"14122","707","Ремонт, строительство","GP Top-Up","60M","164829","14.5","5/19/2021","0"
"16197","707","Прочее (укажите)","GP Top-Up","60M","477888.3","15.5","5/19/2021","0"
"23596","707","Ремонт, строительство","GP Top-Up","60M","699189","15.5","5/21/2021","0"
"15640","704","Покупка недвижимости","GP Cross-Sale","60M","261528","16.7","5/20/2021","0"
"16319","707","Прочее (укажите)","GP Top-Up","57M","148389.34","6.5","5/20/2021","0"
"9467","704","Ремонт, строительство","GP Cross-Sale","60M","698881.4","15.5","5/20/2021","0"
"27900","704","Покупка авто (новые, б/у)","GP Cross-Sale","36M","166563.32","20","5/21/2021","0"
"17346","704","","GP Cross-Sale","60M","467024","12.7","5/24/2021","0"
"13829","501","","Standard Installment Loan","36M","354700","16.6","5/22/2021","0"
"18736","501","","Standard Installment Loan","12M","36323.9","21.5","5/22/2021","1"
"10467","707","Ремонт, строительство","GP Top-Up","60M","642599","15.3","5/24/2021","0"
"14458","501","","Standard Installment Loan","36M","54167","16.6","5/22/2021","0"
"18079","503","","Promo Beneficial Installment Loan","24M","25490","15.65","5/22/2021","1"
"18079","503","","Promo Beneficial Installment Loan","24M","24893","15.65","5/22/2021","1"
"14720","704","Ремонт, строительство","GP Cross-Sale","60M","502000","15.9","7/15/2021","0"
"17217","704","Возврат денег (родственникам, друзьям)","GP Cross-Sale","60M","352000","15.9","5/24/2021","1"
"25287","707","Отдых (отпуск, туризм, путешествия)","GP Top-Up","60M","331094.45","15.9","5/28/2021","0"
"2868","704","Ремонт, строительство","GP Cross-Sale","60M","209498.6","20","5/25/2021","1"
"13561","704","Прочее (укажите)","GP Cross-Sale","57M","181457.6","16.7","5/25/2021","0"
"4019","704","Ремонт, строительство","GP Cross-Sale","60M","456000","14.3","5/25/2021","0"
"9789","704","Ремонт, строительство","GP Cross-Sale","60M","998928","12.3","5/26/2021","0"
"5836","704","Ремонт, строительство","GP Cross-Sale","60M","699900","15.5","5/27/2021","0"
"7330","705","Обучение","GP Direct","60M","148000","17.5","5/28/2021","0"
"31264","707","Лечение, косметология","GP Top-Up","51M","199544.86","17.7","5/27/2021","0"
"2322","704","Прочее (укажите)","GP Cross-Sale","36M","299900","6.5","5/28/2021","0"
"23209","501","","Standard Installment Loan","36M","30199","16.6","5/27/2021","0"
"5211","704","События (свадьба, рождение, похороны)","GP Cross-Sale","60M","698881.4","13.5","5/29/2021","0"
"14018","704","","GP Cross-Sale","60M","200000","16.1","5/29/2021","0"
"18526","704","Ремонт, строительство","GP Cross-Sale","60M","70000","6.5","6/2/2021","0"
"18751","707","Ремонт, строительство","GP Top-Up","39M","149697","6.5","6/3/2021","1"
"4574","707","Ремонт, строительство","GP Top-Up","60M","412492","13.3","6/4/2021","0"
"26319","704","","GP Cross-Sale","48M","395187.2","15.9","6/3/2021","0"
"7807","704","Покупка мебели, бытовой техники","GP Cross-Sale","39M","299256.57","19.9","6/3/2021","1"
"3825","704","Ремонт, строительство","GP Cross-Sale","60M","357900","16.3","6/11/2021","0"
"10782","707","Покупка авто (новые, б/у)","GP Top-Up","57M","499248.31","15.9","6/5/2021","0"
"15116","704","","GP Cross-Sale","60M","434700","15","6/5/2021","0"
"2111","707","Ремонт, строительство","GP Top-Up","57M","699564.59","15.5","6/5/2021","0"
"14156","704","Покупка недвижимости","GP Cross-Sale","57M","502244.3","13.5","6/5/2021","0"
"1813","704","Прочее (укажите)","GP Cross-Sale","60M","699480.6","15.5","6/5/2021","0"
"10917","707","","GP Top-Up","60M","199999.84","14","6/7/2021","0"
"6409","704","Ремонт, строительство","GP Cross-Sale","60M","299000","20","6/7/2021","0"
"10241","503","","Promo Beneficial Installment Loan","36M","140656","8.38","6/7/2021","0"
"36673","705","Лечение, косметология","GP Direct","57M","579257.8","16.3","6/8/2021","0"
"10050","501","","Standard Installment Loan","28M","198389.5","16.6","6/8/2021","1"
"15186","503","","Promo Beneficial Installment Loan","36M","32504","8.38","6/8/2021","0"
"16739","707","Отдых (отпуск, туризм, путешествия)","GP Top-Up","60M","161929","16.5","6/8/2021","0"
"1350","704","Ремонт, строительство","GP Cross-Sale","36M","586000","16.3","6/8/2021","0"
"15108","501","","Standard Installment Loan","36M","99890","16.6","6/8/2021","0"
"6057","501","","Standard Installment Loan","36M","99890","16.6","6/8/2021","0"
"18353","705","Обучение","GP Direct","39M","99186.2","22.5","6/8/2021","1"
"16217","503","","Promo Beneficial Installment Loan","24M","20322","15.65","6/8/2021","1"
"9937","503","","Promo Beneficial Installment Loan","12M","32010","15.68","6/8/2021","1"
"2796","704","Ремонт, строительство","GP Cross-Sale","24M","108000","19.9","6/8/2021","1"
"18527","503","","Promo Beneficial Installment Loan","36M","18648","8.38","6/8/2021","0"
"21300","503","","Promo Beneficial Installment Loan","18M","74183","15.65","6/8/2021","1"
"6190","503","","Promo Beneficial Installment Loan","36M","49065","9.66","6/8/2021","0"
"23013","704","Обучение","GP Cross-Sale","60M","115900","14.4","6/10/2021","0"
"23607","705","Ремонт, строительство","GP Direct","39M","180454.4","6.5","6/25/2021","0"
"35653","704","Покупка авто (новые, б/у)","GP Cross-Sale","60M","593836","14.3","6/9/2021","0"
"5671","705","Ремонт, строительство","GP Direct","60M","500000","16.5","6/18/2021","0"
"9217","704","Ремонт, строительство","GP Cross-Sale","60M","717900","13.3","6/11/2021","0"
"17344","707","","GP Top-Up","60M","195953.16","20","6/11/2021","0"
"9296","704","Ремонт, строительство","GP Cross-Sale","60M","181030.6","16.7","6/11/2021","0"
"7494","707","Прочее (укажите)","GP Top-Up","51M","460561","15.5","6/11/2021","1"
"4253","704","Покупка авто (новые, б/у)","GP Cross-Sale","60M","526876","15.3","6/11/2021","0"
"18715","707","Ремонт, строительство","GP Top-Up","39M","199433","16.7","6/11/2021","0"
"10135","704","Ремонт, строительство","GP Cross-Sale","57M","300589.3","14.5","6/11/2021","1"
"726","704","Ремонт, строительство","GP Cross-Sale","39M","299998.5","21","6/11/2021","1"
"5156","707","","GP Top-Up","60M","192391.22","16","6/15/2021","0"
"9254","501","","Standard Installment Loan","36M","118550","16.6","6/16/2021","0"
"2733","704","Покупка мебели, бытовой техники","GP Cross-Sale","24M","78984.4","20","6/15/2021","0"
"10069","707","Ремонт, строительство","GP Top-Up","60M","606368","15.3","6/15/2021","0"
"8554","707","Ремонт, строительство","GP Top-Up","60M","192517.44","17.5","6/15/2021","0"
"25277","704","Ремонт, строительство","GP Cross-Sale","60M","700000","15.5","6/17/2021","0"
"11902","704","","GP Cross-Sale","60M","131890","20","6/16/2021","1"
"18135","705","Обучение","GP Direct","57M","485930.1","15.5","6/18/2021","0"
"17519","704","Лечение, косметология","GP Cross-Sale","39M","299374.9","6.5","6/17/2021","1"
"9177","501","","Standard Installment Loan","36M","99150","16.6","6/17/2021","1"
"13509","707","Ремонт, строительство","GP Top-Up","60M","732781","15.4","6/17/2021","0"
"11694","704","Ремонт, строительство","GP Cross-Sale","60M","137164","19.9","6/22/2021","0"
"4313","707","","GP Top-Up","60M","436785.44","15","6/18/2021","0"
"7865","501","","Standard Installment Loan","12M","47377.7","21.5","6/19/2021","1"
"8571","503","","Promo Beneficial Installment Loan","6M","53831","16.73","6/19/2021","1"
"5701","704","","GP Cross-Sale","36M","126464","6.5","6/19/2021","0"
"16590","501","","Standard Installment Loan","6M","8899","21.3","6/19/2021","1"
"14453","501","","Standard Installment Loan","36M","62467","8.49","6/19/2021","0"
"4341","707","Ремонт, строительство","GP Top-Up","60M","102175.94","16.5","6/21/2021","0"
"16434","704","Ремонт, строительство","GP Cross-Sale","57M","958098.27","13","6/22/2021","1"
"23454","707","Ремонт, строительство","GP Top-Up","60M","381793.75","15.5","6/21/2021","0"
"17239","705","","GP Direct","57M","454206.2","14","6/22/2021","0"
"12430","704","","GP Cross-Sale","60M","499212","16.9","6/22/2021","0"
"11550","501","","Standard Installment Loan","24M","25989","16.9","6/22/2021","1"
"16289","707","Ремонт, строительство","GP Top-Up","57M","166295.15","15","6/23/2021","0"
"16692","704","Покупка авто (новые, б/у)","GP Cross-Sale","57M","499913.7","16.7","6/23/2021","0"
"4003","704","Ремонт, строительство","GP Cross-Sale","36M","123063","21","6/23/2021","0"
"17384","704","Покупка авто (новые, б/у)","GP Cross-Sale","60M","544236","15.9","6/23/2021","0"
"9746","503","","Promo Beneficial Installment Loan","36M","77398","10.87","6/23/2021","0"
"4091","704","Возврат денег (родственникам, друзьям)","GP Cross-Sale","39M","417302.5","6.5","6/24/2021","0"
"18465","705","Обучение","GP Direct","60M","656640","16","7/1/2021","1"
"28635","704","Покупка недвижимости","GP Cross-Sale","60M","840972","12.9","6/25/2021","0"
"7845","501","","Standard Installment Loan","36M","44008","8.49","6/25/2021","0"
"15552","704","Прочее (укажите)","GP Cross-Sale","36M","389375.96","16.9","6/25/2021","0"
"13339","704","Покупка авто (новые, б/у)","GP Cross-Sale","39M","299998.97","20.5","6/25/2021","0"
"17004","503","","Promo Beneficial Installment Loan","12M","63375.35","15.68","6/25/2021","1"
"18596","503","","Promo Beneficial Installment Loan","24M","71999","10.33","7/7/2021","1"
"16819","704","Возврат денег (родственникам, друзьям)","GP Cross-Sale","60M","999514","6","6/28/2021","0"
"1047","503","","Promo Beneficial Installment Loan","36M","108968","8.38","6/26/2021","0"
